date,facility_id,facility_name,facility_type,location,drug_id,drug_name,category,current_stock,min_stock,daily_usage,lead_time_days,expected_usage,stock_after_lead_time,shortage_flag,month,season
5/4/2024,3,giza health center,clinic,giza,102,amoxicillin,antibiotic,127,43,10,6,63,57,FALSE,5,Spring
6/28/2024,3,giza health center,clinic,giza,105,aspirin,cardio,159,54,2,9,16,130,FALSE,6,Summer
3/2/2024,2,el amal pharmacy,pharmacy,cairo,101,paracetamol,painkiller,211,50,19,13,244,0,FALSE,3,Spring
5/1/2024,2,el amal pharmacy,pharmacy,cairo,106,metformin,diabetes,262,49,2,2,5,248,FALSE,5,Spring
4/13/2024,3,giza health center,clinic,giza,102,amoxicillin,antibiotic,134,39,20,6,118,18,FALSE,4,Spring
5/15/2024,4,nasr city pharmacy,pharmacy,cairo,105,aspirin,cardio,183,48,19,6,112,65,FALSE,5,Spring
4/26/2024,3,giza health center,clinic,giza,106,metformin,diabetes,150,39,10,4,45,109,FALSE,4,Spring
2/19/2024,1,cairo general hospital,hospital,cairo,106,metformin,diabetes,175,27,19,13,243,0,FALSE,2,Winter
2/19/2024,6,delta medical center,clinic,mansoura,102,amoxicillin,antibiotic,126,67,17,5,87,28,FALSE,2,Winter
5/14/2024,6,delta medical center,clinic,mansoura,105,aspirin,cardio,151,25,8,5,41,126,FALSE,5,Spring
2/15/2024,2,el amal pharmacy,pharmacy,cairo,103,ibuprofen,painkiller,161,22,19,2,55,103,FALSE,2,Winter
1/14/2024,3,giza health center,clinic,giza,101,paracetamol,painkiller,299,37,6,11,65,231,FALSE,1,Winter
1/4/2024,4,nasr city pharmacy,pharmacy,cairo,101,paracetamol,painkiller,157,50,18,8,136,14,FALSE,1,Winter
1/14/2024,3,giza health center,clinic,giza,102,amoxicillin,antibiotic,137,80,16,2,30,100,FALSE,1,Winter
5/5/2024,1,cairo general hospital,hospital,cairo,104,insulin,diabetes,48,55,3,3,13,28,FALSE,5,Spring
3/18/2024,2,el amal pharmacy,pharmacy,cairo,105,aspirin,cardio,49,36,5,9,46,6,FALSE,3,Spring
6/1/2024,4,nasr city pharmacy,pharmacy,cairo,105,aspirin,cardio,123,68,18,7,126,0,FALSE,6,Summer
3/17/2024,4,nasr city pharmacy,pharmacy,cairo,104,insulin,diabetes,227,40,20,10,199,33,FALSE,3,Spring
1/26/2024,1,cairo general hospital,hospital,cairo,105,aspirin,cardio,118,59,8,5,36,83,FALSE,1,Winter
2/10/2024,6,delta medical center,clinic,mansoura,101,paracetamol,painkiller,133,32,19,2,39,86,FALSE,2,Winter
4/14/2024,2,el amal pharmacy,pharmacy,cairo,101,paracetamol,painkiller,243,63,17,5,84,136,FALSE,4,Spring
3/14/2024,1,cairo general hospital,hospital,cairo,102,amoxicillin,antibiotic,157,64,16,2,33,123,FALSE,3,Spring
3/8/2024,6,delta medical center,clinic,mansoura,102,amoxicillin,antibiotic,115,47,5,9,47,65,FALSE,3,Spring
2/8/2024,2,el amal pharmacy,pharmacy,cairo,106,metformin,diabetes,149,71,6,2,16,133,FALSE,2,Winter
3/19/2024,1,cairo general hospital,hospital,cairo,102,amoxicillin,antibiotic,155,47,5,8,43,120,FALSE,3,Spring
6/28/2024,6,delta medical center,clinic,mansoura,103,ibuprofen,painkiller,213,81,10,9,91,133,FALSE,6,Summer
4/22/2024,5,alex central hospital,hospital,alexandria,104,insulin,diabetes,45,58,3,7,18,35,FALSE,4,Spring
6/3/2024,6,delta medical center,clinic,mansoura,103,ibuprofen,painkiller,140,22,5,4,18,118,FALSE,6,Summer
5/30/2024,6,delta medical center,clinic,mansoura,105,aspirin,cardio,28,69,10,10,103,0,FALSE,5,Spring
4/30/2024,1,cairo general hospital,hospital,cairo,102,amoxicillin,antibiotic,279,59,16,5,77,193,FALSE,4,Spring
4/21/2024,2,el amal pharmacy,pharmacy,cairo,105,aspirin,cardio,255,24,17,6,109,154,FALSE,4,Spring
3/23/2024,4,nasr city pharmacy,pharmacy,cairo,103,ibuprofen,painkiller,62,74,7,6,47,20,FALSE,3,Spring
5/6/2024,4,nasr city pharmacy,pharmacy,cairo,106,metformin,diabetes,160,62,14,14,196,0,FALSE,5,Spring
4/26/2024,5,alex central hospital,hospital,alexandria,101,paracetamol,painkiller,55,39,10,6,58,0,FALSE,4,Spring
5/11/2024,1,cairo general hospital,hospital,cairo,104,insulin,diabetes,1,61,19,8,144,0,FALSE,5,Spring
2/18/2024,4,nasr city pharmacy,pharmacy,cairo,101,paracetamol,painkiller,278,43,17,11,187,93,FALSE,2,Winter
2/22/2024,4,nasr city pharmacy,pharmacy,cairo,101,paracetamol,painkiller,146,54,6,5,34,116,FALSE,2,Winter
5/4/2024,4,nasr city pharmacy,pharmacy,cairo,106,metformin,diabetes,75,21,9,12,102,0,FALSE,5,Spring
5/21/2024,2,el amal pharmacy,pharmacy,cairo,103,ibuprofen,painkiller,16,54,15,2,45,0,FALSE,5,Spring
4/28/2024,2,el amal pharmacy,pharmacy,cairo,101,paracetamol,painkiller,71,62,6,8,49,15,FALSE,4,Spring
5/10/2024,6,delta medical center,clinic,mansoura,103,ibuprofen,painkiller,150,45,17,8,134,11,FALSE,5,Spring
5/21/2024,2,el amal pharmacy,pharmacy,cairo,104,insulin,diabetes,84,43,8,10,87,0,FALSE,5,Spring
2/4/2024,5,alex central hospital,hospital,alexandria,106,metformin,diabetes,40,37,15,6,87,0,FALSE,2,Winter
1/1/2024,5,alex central hospital,hospital,alexandria,103,ibuprofen,painkiller,161,65,11,14,146,0,FALSE,1,Winter
6/17/2024,5,alex central hospital,hospital,alexandria,105,aspirin,cardio,257,73,6,8,46,209,FALSE,6,Summer
3/29/2024,5,alex central hospital,hospital,alexandria,104,insulin,diabetes,173,55,19,7,130,42,FALSE,3,Spring
2/18/2024,4,nasr city pharmacy,pharmacy,cairo,103,ibuprofen,painkiller,135,55,14,4,56,77,FALSE,2,Winter
3/22/2024,4,nasr city pharmacy,pharmacy,cairo,101,paracetamol,painkiller,246,64,14,7,100,156,FALSE,3,Spring
2/8/2024,6,delta medical center,clinic,mansoura,106,metformin,diabetes,255,21,6,9,47,212,FALSE,2,Winter
1/26/2024,5,alex central hospital,hospital,alexandria,103,ibuprofen,painkiller,244,26,18,8,148,85,FALSE,1,Winter
2/6/2024,1,cairo general hospital,hospital,cairo,106,metformin,diabetes,226,75,6,2,15,215,FALSE,2,Winter
3/27/2024,4,nasr city pharmacy,pharmacy,cairo,103,ibuprofen,painkiller,219,60,4,14,53,151,FALSE,3,Spring
5/16/2024,3,giza health center,clinic,giza,106,metformin,diabetes,206,40,17,14,246,0,FALSE,5,Spring
6/7/2024,5,alex central hospital,hospital,alexandria,101,paracetamol,painkiller,42,36,11,4,44,0,FALSE,6,Summer
4/21/2024,6,delta medical center,clinic,mansoura,101,paracetamol,painkiller,51,68,5,8,37,18,FALSE,4,Spring
3/17/2024,2,el amal pharmacy,pharmacy,cairo,106,metformin,diabetes,20,22,12,13,154,0,FALSE,3,Spring
4/1/2024,1,cairo general hospital,hospital,cairo,103,ibuprofen,painkiller,197,47,6,4,26,182,FALSE,4,Spring
5/24/2024,5,alex central hospital,hospital,alexandria,104,insulin,diabetes,103,31,7,2,16,103,FALSE,5,Spring
6/7/2024,5,alex central hospital,hospital,alexandria,104,insulin,diabetes,133,52,20,3,62,83,FALSE,6,Summer
6/12/2024,2,el amal pharmacy,pharmacy,cairo,104,insulin,diabetes,144,50,10,11,111,32,FALSE,6,Summer
3/14/2024,1,cairo general hospital,hospital,cairo,104,insulin,diabetes,296,29,4,8,40,255,FALSE,3,Spring
3/17/2024,3,giza health center,clinic,giza,105,aspirin,cardio,231,62,10,8,79,148,FALSE,3,Spring
4/8/2024,3,giza health center,clinic,giza,102,amoxicillin,antibiotic,259,26,9,7,64,187,FALSE,4,Spring
5/27/2024,5,alex central hospital,hospital,alexandria,103,ibuprofen,painkiller,162,64,11,1,10,154,FALSE,5,Spring
3/11/2024,6,delta medical center,clinic,mansoura,104,insulin,diabetes,11,57,3,10,32,0,FALSE,3,Spring
3/14/2024,6,delta medical center,clinic,mansoura,104,insulin,diabetes,129,59,13,4,55,75,FALSE,3,Spring
6/7/2024,6,delta medical center,clinic,mansoura,102,amoxicillin,antibiotic,138,62,6,11,64,76,FALSE,6,Summer
6/14/2024,1,cairo general hospital,hospital,cairo,106,metformin,diabetes,28,40,16,1,9,14,FALSE,6,Summer
2/3/2024,5,alex central hospital,hospital,alexandria,103,ibuprofen,painkiller,56,77,11,6,67,0,FALSE,2,Winter
2/14/2024,6,delta medical center,clinic,mansoura,104,insulin,diabetes,113,28,19,6,115,0,FALSE,2,Winter
3/10/2024,5,alex central hospital,hospital,alexandria,105,aspirin,cardio,93,36,17,13,222,0,FALSE,3,Spring
3/27/2024,3,giza health center,clinic,giza,106,metformin,diabetes,62,48,4,3,11,56,FALSE,3,Spring
6/21/2024,2,el amal pharmacy,pharmacy,cairo,106,metformin,diabetes,218,73,19,6,114,94,FALSE,6,Summer
1/4/2024,1,cairo general hospital,hospital,cairo,104,insulin,diabetes,140,56,5,8,42,108,FALSE,1,Winter
6/21/2024,3,giza health center,clinic,giza,106,metformin,diabetes,153,58,14,14,193,0,FALSE,6,Summer
1/28/2024,6,delta medical center,clinic,mansoura,103,ibuprofen,painkiller,134,49,2,10,19,102,FALSE,1,Winter
6/5/2024,5,alex central hospital,hospital,alexandria,103,ibuprofen,painkiller,126,61,4,11,43,74,FALSE,6,Summer
3/18/2024,4,nasr city pharmacy,pharmacy,cairo,106,metformin,diabetes,224,26,6,1,7,210,FALSE,3,Spring
5/6/2024,1,cairo general hospital,hospital,cairo,103,ibuprofen,painkiller,69,27,8,9,80,0,FALSE,5,Spring
4/26/2024,2,el amal pharmacy,pharmacy,cairo,104,insulin,diabetes,204,62,18,7,134,63,FALSE,4,Spring
2/9/2024,5,alex central hospital,hospital,alexandria,106,metformin,diabetes,213,60,5,14,70,156,FALSE,2,Winter
4/14/2024,4,nasr city pharmacy,pharmacy,cairo,105,aspirin,cardio,159,21,13,4,54,100,FALSE,4,Spring
3/1/2024,4,nasr city pharmacy,pharmacy,cairo,104,insulin,diabetes,194,26,13,9,113,76,FALSE,3,Spring
1/16/2024,6,delta medical center,clinic,mansoura,103,ibuprofen,painkiller,207,38,8,2,13,191,FALSE,1,Winter
6/18/2024,4,nasr city pharmacy,pharmacy,cairo,101,paracetamol,painkiller,112,62,2,1,2,119,FALSE,6,Summer
2/2/2024,3,giza health center,clinic,giza,102,amoxicillin,antibiotic,294,33,4,14,55,241,FALSE,2,Winter
5/30/2024,5,alex central hospital,hospital,alexandria,102,amoxicillin,antibiotic,123,73,9,6,52,68,FALSE,5,Spring
1/1/2024,2,el amal pharmacy,pharmacy,cairo,105,aspirin,cardio,153,75,6,3,20,138,FALSE,1,Winter
2/14/2024,5,alex central hospital,hospital,alexandria,103,ibuprofen,painkiller,68,61,2,3,7,56,FALSE,2,Winter
3/1/2024,1,cairo general hospital,hospital,cairo,103,ibuprofen,painkiller,177,21,7,5,42,143,FALSE,3,Spring
4/17/2024,1,cairo general hospital,hospital,cairo,102,amoxicillin,antibiotic,285,27,4,8,30,243,FALSE,4,Spring
5/11/2024,4,nasr city pharmacy,pharmacy,cairo,103,ibuprofen,painkiller,63,48,18,4,75,0,FALSE,5,Spring
6/17/2024,5,alex central hospital,hospital,alexandria,101,paracetamol,painkiller,285,39,16,11,177,97,FALSE,6,Summer
5/2/2024,1,cairo general hospital,hospital,cairo,101,paracetamol,painkiller,218,47,5,8,42,182,FALSE,5,Spring
1/19/2024,6,delta medical center,clinic,mansoura,104,insulin,diabetes,47,41,6,2,16,40,FALSE,1,Winter
6/8/2024,2,el amal pharmacy,pharmacy,cairo,103,ibuprofen,painkiller,293,65,12,7,83,204,FALSE,6,Summer
3/16/2024,5,alex central hospital,hospital,alexandria,105,aspirin,cardio,244,51,15,2,31,214,FALSE,3,Spring
6/16/2024,6,delta medical center,clinic,mansoura,101,paracetamol,painkiller,302,65,8,7,51,233,FALSE,6,Summer
4/15/2024,4,nasr city pharmacy,pharmacy,cairo,102,amoxicillin,antibiotic,179,73,16,7,110,71,FALSE,4,Spring
1/25/2024,4,nasr city pharmacy,pharmacy,cairo,106,metformin,diabetes,177,47,12,11,133,36,FALSE,1,Winter
2/9/2024,3,giza health center,clinic,giza,103,ibuprofen,painkiller,256,24,4,14,63,189,FALSE,2,Winter
4/20/2024,1,cairo general hospital,hospital,cairo,101,paracetamol,painkiller,67,67,13,13,166,0,FALSE,4,Spring
1/16/2024,2,el amal pharmacy,pharmacy,cairo,105,aspirin,cardio,302,54,12,11,133,164,FALSE,1,Winter
3/31/2024,1,cairo general hospital,hospital,cairo,104,insulin,diabetes,226,73,3,5,24,206,FALSE,3,Spring
3/31/2024,5,alex central hospital,hospital,alexandria,103,ibuprofen,painkiller,59,55,18,4,70,0,FALSE,3,Spring
5/3/2024,2,el amal pharmacy,pharmacy,cairo,106,metformin,diabetes,128,74,5,6,27,108,FALSE,5,Spring
1/30/2024,5,alex central hospital,hospital,alexandria,103,ibuprofen,painkiller,148,57,9,13,110,32,FALSE,1,Winter
6/8/2024,4,nasr city pharmacy,pharmacy,cairo,105,aspirin,cardio,297,22,10,1,14,282,FALSE,6,Summer
6/28/2024,2,el amal pharmacy,pharmacy,cairo,103,ibuprofen,painkiller,172,79,12,6,77,91,FALSE,6,Summer
2/6/2024,1,cairo general hospital,hospital,cairo,102,amoxicillin,antibiotic,295,61,14,2,21,274,FALSE,2,Winter
6/11/2024,2,el amal pharmacy,pharmacy,cairo,106,metformin,diabetes,19,24,18,4,72,0,FALSE,6,Summer
4/26/2024,4,nasr city pharmacy,pharmacy,cairo,104,insulin,diabetes,184,32,13,5,66,114,FALSE,4,Spring
5/25/2024,6,delta medical center,clinic,mansoura,103,ibuprofen,painkiller,46,76,3,3,7,36,FALSE,5,Spring
1/13/2024,2,el amal pharmacy,pharmacy,cairo,105,aspirin,cardio,52,36,16,11,177,0,FALSE,1,Winter
6/4/2024,4,nasr city pharmacy,pharmacy,cairo,104,insulin,diabetes,237,45,10,4,37,193,FALSE,6,Summer
3/29/2024,5,alex central hospital,hospital,alexandria,101,paracetamol,painkiller,234,26,11,11,118,112,FALSE,3,Spring
5/4/2024,6,delta medical center,clinic,mansoura,105,aspirin,cardio,268,62,11,1,10,281,FALSE,5,Spring
6/2/2024,2,el amal pharmacy,pharmacy,cairo,104,insulin,diabetes,46,20,8,5,42,10,FALSE,6,Summer
3/6/2024,2,el amal pharmacy,pharmacy,cairo,102,amoxicillin,antibiotic,154,38,5,1,6,155,FALSE,3,Spring
4/20/2024,4,nasr city pharmacy,pharmacy,cairo,106,metformin,diabetes,100,28,14,10,125,0,FALSE,4,Spring
5/8/2024,6,delta medical center,clinic,mansoura,102,amoxicillin,antibiotic,295,73,13,2,24,281,FALSE,5,Spring
1/11/2024,4,nasr city pharmacy,pharmacy,cairo,106,metformin,diabetes,235,20,16,2,29,194,FALSE,1,Winter
4/19/2024,3,giza health center,clinic,giza,105,aspirin,cardio,217,64,15,5,76,140,FALSE,4,Spring
1/6/2024,1,cairo general hospital,hospital,cairo,104,insulin,diabetes,170,29,16,14,230,0,FALSE,1,Winter
1/23/2024,6,delta medical center,clinic,mansoura,103,ibuprofen,painkiller,232,74,5,4,21,219,FALSE,1,Winter
4/12/2024,4,nasr city pharmacy,pharmacy,cairo,105,aspirin,cardio,276,26,14,14,196,83,FALSE,4,Spring
3/27/2024,3,giza health center,clinic,giza,106,metformin,diabetes,120,42,7,2,10,109,FALSE,3,Spring
1/30/2024,5,alex central hospital,hospital,alexandria,106,metformin,diabetes,282,52,8,13,107,174,FALSE,1,Winter
6/14/2024,3,giza health center,clinic,giza,103,ibuprofen,painkiller,80,35,5,3,17,73,FALSE,6,Summer
2/14/2024,3,giza health center,clinic,giza,102,amoxicillin,antibiotic,86,68,4,3,11,76,FALSE,2,Winter
4/28/2024,6,delta medical center,clinic,mansoura,104,insulin,diabetes,301,68,20,8,162,139,FALSE,4,Spring
6/13/2024,6,delta medical center,clinic,mansoura,105,aspirin,cardio,172,75,12,3,35,136,FALSE,6,Summer
4/30/2024,4,nasr city pharmacy,pharmacy,cairo,101,paracetamol,painkiller,241,60,11,13,142,96,FALSE,4,Spring
1/15/2024,3,giza health center,clinic,giza,105,aspirin,cardio,191,52,4,5,18,170,FALSE,1,Winter
1/10/2024,4,nasr city pharmacy,pharmacy,cairo,104,insulin,diabetes,42,43,11,1,22,18,FALSE,1,Winter
6/6/2024,6,delta medical center,clinic,mansoura,101,paracetamol,painkiller,272,44,16,10,165,107,FALSE,6,Summer
1/11/2024,5,alex central hospital,hospital,alexandria,106,metformin,diabetes,242,79,21,11,220,17,FALSE,1,Winter
6/3/2024,2,el amal pharmacy,pharmacy,cairo,103,ibuprofen,painkiller,251,52,6,1,11,249,FALSE,6,Summer
3/28/2024,4,nasr city pharmacy,pharmacy,cairo,101,paracetamol,painkiller,46,49,7,1,4,34,FALSE,3,Spring
4/22/2024,2,el amal pharmacy,pharmacy,cairo,106,metformin,diabetes,238,54,18,10,180,58,FALSE,4,Spring
4/5/2024,2,el amal pharmacy,pharmacy,cairo,103,ibuprofen,painkiller,152,45,15,13,196,0,FALSE,4,Spring
6/2/2024,3,giza health center,clinic,giza,106,metformin,diabetes,30,69,12,2,30,13,FALSE,6,Summer
5/22/2024,3,giza health center,clinic,giza,101,paracetamol,painkiller,209,37,11,12,118,87,FALSE,5,Spring
2/8/2024,6,delta medical center,clinic,mansoura,105,aspirin,cardio,182,25,20,11,219,0,FALSE,2,Winter
3/20/2024,2,el amal pharmacy,pharmacy,cairo,103,ibuprofen,painkiller,207,28,4,5,26,190,FALSE,3,Spring
6/13/2024,5,alex central hospital,hospital,alexandria,104,insulin,diabetes,171,71,6,11,69,112,FALSE,6,Summer
6/24/2024,6,delta medical center,clinic,mansoura,106,metformin,diabetes,283,24,15,9,136,142,FALSE,6,Summer
4/2/2024,3,giza health center,clinic,giza,101,paracetamol,painkiller,166,30,8,6,50,125,FALSE,4,Spring
2/27/2024,4,nasr city pharmacy,pharmacy,cairo,102,amoxicillin,antibiotic,86,31,4,5,21,57,FALSE,2,Winter
5/18/2024,1,cairo general hospital,hospital,cairo,105,aspirin,cardio,275,22,12,13,154,118,FALSE,5,Spring
6/1/2024,5,alex central hospital,hospital,alexandria,102,amoxicillin,antibiotic,198,30,7,3,21,181,FALSE,6,Summer
2/12/2024,6,delta medical center,clinic,mansoura,105,aspirin,cardio,232,22,15,6,92,146,FALSE,2,Winter
3/1/2024,6,delta medical center,clinic,mansoura,106,metformin,diabetes,244,59,11,13,146,94,FALSE,3,Spring
2/29/2024,6,delta medical center,clinic,mansoura,104,insulin,diabetes,288,35,11,13,145,139,FALSE,2,Winter
4/4/2024,4,nasr city pharmacy,pharmacy,cairo,102,amoxicillin,antibiotic,231,49,11,13,143,96,FALSE,4,Spring
5/15/2024,4,nasr city pharmacy,pharmacy,cairo,105,aspirin,cardio,226,31,8,13,106,121,FALSE,5,Spring
3/5/2024,5,alex central hospital,hospital,alexandria,102,amoxicillin,antibiotic,34,61,17,14,240,0,FALSE,3,Spring
1/27/2024,3,giza health center,clinic,giza,105,aspirin,cardio,280,75,5,5,28,252,FALSE,1,Winter
3/10/2024,1,cairo general hospital,hospital,cairo,102,amoxicillin,antibiotic,237,77,18,3,52,187,FALSE,3,Spring
2/26/2024,4,nasr city pharmacy,pharmacy,cairo,101,paracetamol,painkiller,239,76,13,1,15,237,FALSE,2,Winter
4/11/2024,4,nasr city pharmacy,pharmacy,cairo,101,paracetamol,painkiller,269,43,9,7,64,206,FALSE,4,Spring
2/27/2024,1,cairo general hospital,hospital,cairo,103,ibuprofen,painkiller,21,41,5,14,68,0,FALSE,2,Winter
3/26/2024,6,delta medical center,clinic,mansoura,106,metformin,diabetes,94,27,3,5,12,69,FALSE,3,Spring
2/5/2024,4,nasr city pharmacy,pharmacy,cairo,106,metformin,diabetes,255,47,2,2,6,237,FALSE,2,Winter
2/25/2024,1,cairo general hospital,hospital,cairo,103,ibuprofen,painkiller,92,56,18,7,121,0,FALSE,2,Winter
3/1/2024,1,cairo general hospital,hospital,cairo,103,ibuprofen,painkiller,165,27,3,4,14,155,FALSE,3,Spring
6/8/2024,4,nasr city pharmacy,pharmacy,cairo,106,metformin,diabetes,243,24,5,14,67,168,FALSE,6,Summer
5/17/2024,4,nasr city pharmacy,pharmacy,cairo,105,aspirin,cardio,16,60,19,10,184,0,FALSE,5,Spring
2/6/2024,2,el amal pharmacy,pharmacy,cairo,106,metformin,diabetes,164,46,2,10,20,134,FALSE,2,Winter
5/26/2024,3,giza health center,clinic,giza,102,amoxicillin,antibiotic,222,30,4,9,42,186,FALSE,5,Spring
5/14/2024,3,giza health center,clinic,giza,101,paracetamol,painkiller,292,52,18,9,163,126,FALSE,5,Spring
4/30/2024,1,cairo general hospital,hospital,cairo,104,insulin,diabetes,32,60,14,6,84,0,FALSE,4,Spring
1/5/2024,3,giza health center,clinic,giza,106,metformin,diabetes,193,70,4,6,30,165,FALSE,1,Winter
6/17/2024,2,el amal pharmacy,pharmacy,cairo,106,metformin,diabetes,64,70,20,12,239,0,FALSE,6,Summer
1/12/2024,3,giza health center,clinic,giza,102,amoxicillin,antibiotic,195,53,12,14,166,29,FALSE,1,Winter
6/24/2024,6,delta medical center,clinic,mansoura,102,amoxicillin,antibiotic,248,65,17,11,193,57,FALSE,6,Summer
1/17/2024,2,el amal pharmacy,pharmacy,cairo,102,amoxicillin,antibiotic,250,21,11,4,44,198,FALSE,1,Winter
1/11/2024,1,cairo general hospital,hospital,cairo,102,amoxicillin,antibiotic,168,78,11,9,102,74,FALSE,1,Winter
5/1/2024,4,nasr city pharmacy,pharmacy,cairo,105,aspirin,cardio,140,21,8,5,38,103,FALSE,5,Spring
6/16/2024,3,giza health center,clinic,giza,101,paracetamol,painkiller,178,38,5,13,66,121,FALSE,6,Summer
4/12/2024,3,giza health center,clinic,giza,104,insulin,diabetes,233,77,13,6,83,150,FALSE,4,Spring
6/26/2024,2,el amal pharmacy,pharmacy,cairo,104,insulin,diabetes,262,46,18,5,94,172,FALSE,6,Summer
4/18/2024,1,cairo general hospital,hospital,cairo,106,metformin,diabetes,57,48,7,9,61,0,FALSE,4,Spring
1/27/2024,3,giza health center,clinic,giza,103,ibuprofen,painkiller,45,40,11,5,58,1,FALSE,1,Winter
4/19/2024,4,nasr city pharmacy,pharmacy,cairo,105,aspirin,cardio,94,65,16,6,94,1,FALSE,4,Spring
3/31/2024,4,nasr city pharmacy,pharmacy,cairo,101,paracetamol,painkiller,235,38,3,2,5,229,FALSE,3,Spring
4/13/2024,6,delta medical center,clinic,mansoura,106,metformin,diabetes,201,53,7,1,6,186,FALSE,4,Spring
6/22/2024,2,el amal pharmacy,pharmacy,cairo,105,aspirin,cardio,228,22,6,2,11,222,FALSE,6,Summer
4/3/2024,2,el amal pharmacy,pharmacy,cairo,106,metformin,diabetes,190,44,20,1,23,174,FALSE,4,Spring
6/22/2024,5,alex central hospital,hospital,alexandria,102,amoxicillin,antibiotic,240,80,13,6,72,159,FALSE,6,Summer
5/26/2024,4,nasr city pharmacy,pharmacy,cairo,101,paracetamol,painkiller,81,55,13,7,89,0,FALSE,5,Spring
3/12/2024,3,giza health center,clinic,giza,106,metformin,diabetes,133,28,2,12,19,115,FALSE,3,Spring
5/12/2024,2,el amal pharmacy,pharmacy,cairo,104,insulin,diabetes,210,78,19,2,37,178,FALSE,5,Spring
6/29/2024,3,giza health center,clinic,giza,103,ibuprofen,painkiller,240,34,11,12,126,104,FALSE,6,Summer
2/1/2024,4,nasr city pharmacy,pharmacy,cairo,102,amoxicillin,antibiotic,79,74,4,8,31,44,FALSE,2,Winter
4/23/2024,2,el amal pharmacy,pharmacy,cairo,106,metformin,diabetes,53,72,12,11,132,0,FALSE,4,Spring
1/17/2024,3,giza health center,clinic,giza,106,metformin,diabetes,292,55,11,5,59,234,FALSE,1,Winter
6/28/2024,2,el amal pharmacy,pharmacy,cairo,106,metformin,diabetes,99,69,13,8,115,0,FALSE,6,Summer
2/21/2024,2,el amal pharmacy,pharmacy,cairo,101,paracetamol,painkiller,82,35,17,1,14,59,FALSE,2,Winter
5/26/2024,3,giza health center,clinic,giza,105,aspirin,cardio,203,48,19,2,59,135,FALSE,5,Spring
1/17/2024,5,alex central hospital,hospital,alexandria,101,paracetamol,painkiller,165,44,17,9,154,18,FALSE,1,Winter
5/27/2024,4,nasr city pharmacy,pharmacy,cairo,104,insulin,diabetes,45,29,12,11,130,0,FALSE,5,Spring
4/29/2024,1,cairo general hospital,hospital,cairo,104,insulin,diabetes,277,41,6,14,88,187,FALSE,4,Spring
5/30/2024,5,alex central hospital,hospital,alexandria,106,metformin,diabetes,102,70,6,7,39,56,FALSE,5,Spring
2/1/2024,5,alex central hospital,hospital,alexandria,101,paracetamol,painkiller,278,28,11,3,29,236,FALSE,2,Winter
2/27/2024,2,el amal pharmacy,pharmacy,cairo,103,ibuprofen,painkiller,190,81,18,5,97,99,FALSE,2,Winter
2/20/2024,1,cairo general hospital,hospital,cairo,103,ibuprofen,painkiller,290,38,6,11,66,228,FALSE,2,Winter
5/16/2024,3,giza health center,clinic,giza,105,aspirin,cardio,61,53,7,11,77,0,FALSE,5,Spring
2/13/2024,5,alex central hospital,hospital,alexandria,102,amoxicillin,antibiotic,183,72,20,1,15,156,FALSE,2,Winter
1/12/2024,1,cairo general hospital,hospital,cairo,101,paracetamol,painkiller,150,60,8,13,107,44,FALSE,1,Winter
6/7/2024,5,alex central hospital,hospital,alexandria,104,insulin,diabetes,27,51,19,5,96,0,FALSE,6,Summer
5/3/2024,6,delta medical center,clinic,mansoura,103,ibuprofen,painkiller,138,72,14,4,70,71,FALSE,5,Spring
6/25/2024,4,nasr city pharmacy,pharmacy,cairo,101,paracetamol,painkiller,45,31,16,7,116,0,FALSE,6,Summer
2/22/2024,4,nasr city pharmacy,pharmacy,cairo,104,insulin,diabetes,185,57,6,6,39,148,FALSE,2,Winter
3/29/2024,6,delta medical center,clinic,mansoura,103,ibuprofen,painkiller,217,30,13,9,122,95,FALSE,3,Spring
3/22/2024,5,alex central hospital,hospital,alexandria,101,paracetamol,painkiller,133,49,5,5,22,111,FALSE,3,Spring
2/6/2024,4,nasr city pharmacy,pharmacy,cairo,102,amoxicillin,antibiotic,60,22,11,7,77,0,FALSE,2,Winter
3/4/2024,5,alex central hospital,hospital,alexandria,104,insulin,diabetes,96,71,12,10,117,0,FALSE,3,Spring
2/18/2024,6,delta medical center,clinic,mansoura,103,ibuprofen,painkiller,96,51,18,8,144,0,FALSE,2,Winter
5/7/2024,4,nasr city pharmacy,pharmacy,cairo,103,ibuprofen,painkiller,22,25,14,9,128,0,FALSE,5,Spring
2/25/2024,4,nasr city pharmacy,pharmacy,cairo,102,amoxicillin,antibiotic,192,23,3,5,18,172,FALSE,2,Winter
6/16/2024,4,nasr city pharmacy,pharmacy,cairo,105,aspirin,cardio,253,38,19,1,17,232,FALSE,6,Summer
2/4/2024,1,cairo general hospital,hospital,cairo,104,insulin,diabetes,153,65,13,13,168,0,FALSE,2,Winter
1/12/2024,4,nasr city pharmacy,pharmacy,cairo,103,ibuprofen,painkiller,217,23,20,9,184,44,FALSE,1,Winter
5/21/2024,2,el amal pharmacy,pharmacy,cairo,103,ibuprofen,painkiller,161,25,14,9,125,21,FALSE,5,Spring
3/12/2024,4,nasr city pharmacy,pharmacy,cairo,105,aspirin,cardio,67,27,5,7,32,40,FALSE,3,Spring
5/22/2024,3,giza health center,clinic,giza,103,ibuprofen,painkiller,200,68,6,4,23,171,FALSE,5,Spring
